32,25,20,28,22,18,24,22,20,23,18,26,27,25,19,28,22,33,16,23,27,22,24,26,24,22,25,31,22,29,18,20,22,23,26,18,16,23,31,22,16,26,16,22,25,22,21,31,17,24,20,21,23,24,20,19,15,22,22,25,26,27,28,21,17,27,25,24,26,19,23,25,30,22,20,27,24,22,19,20,18,17,23,25,35,25,26,25,28,27,18,20,27,12,16,25,20,17,25,25,23,34,33,29,33,25,28,36,28,28,31,32,23,31,27,31,28,34,30,22,22,27,11,29,19,36,21,25,36,30,32,24,29,27,33,31,37,30,39,21,33,28,25,26,28,31,23,20,28,30,17,28,30,30,30,34,35,17,37,23,30,18,29,20,24,27,26,23,24,21,27,26,24,25,23,28,20,30,29,36,27,23,32,26,25,24,26,29,41,20,33,33,22,31,26,33,22,30,32,25
0,1,4,4,3,2,1,2,2,2,2,3,2,0,0,3,0,1,2,0,2,0,3,1,3,1,2,2,0,3,4,2,3,6,5,1,2,2,3,3,3,1,3,2,0,3,2,1,3,0,0,0,5,1,1,1,1,2,0,5,2,3,2,1,4,2,3,3,1,2,2,0,1,2,1,5,1,4,2,0,2,3,1,3,5,0,1,2,4,4,2,0,2,1,2,1,4,0,2,4,1,0,0,1,0,2,3,1,1,1,2,1,2,2,0,1,3,0,0,2,3,1,1,5,3,0,3,2,1,2,1,2,1,1,2,4,1,0,1,2,1,1,0,2,0,1,4,2,2,2,2,1,2,0,0,1,1,2,1,0,2,2,2,3,1,1,3,3,1,1,3,0,1,1,0,2,1,2,0,0,0,3,1,0,2,2,1,3,2,2,1,1,1,0,2,0,3,0,2,1
7,9,11,9,9,10,5,9,6,10,7,11,5,12,7,12,11,5,7,11,10,9,8,11,10,6,11,9,3,6,9,7,13,8,6,14,7,9,13,13,5,16,16,5,7,12,7,8,12,15,14,11,10,12,13,6,19,17,7,14,14,13,8,16,12,14,8,8,10,11,11,6,15,12,8,8,8,9,15,3,13,6,11,11,11,8,8,13,7,7,8,9,12,8,8,13,10,13,11,10,28,24,17,13,26,29,21,20,12,19,27,21,16,19,27,17,17,23,21,8,15,17,12,15,10,16,7,20,21,23,21,13,20,22,24,30,15,16,21,27,16,30,8,26,25,14,21,24,11,16,14,24,24,17,16,20,15,4,29,19,17,15,19,5,14,12,7,15,8,12,24,27,20,22,19,16,27,22,28,19,13,18,15,22,20,22,13,9,20,15,29,24,11,16,25,14,15,20,12,21
6,4,6,4,7,5,10,8,10,2,4,4,4,7,5,6,2,5,2,6,5,5,6,6,6,1,4,10,7,7,7,7,10,4,7,11,5,4,9,3,6,4,9,3,8,10,2,6,5,8,5,6,4,6,9,6,4,6,6,8,7,8,4,5,2,9,3,10,7,4,3,8,8,4,9,5,3,8,4,3,2,4,3,7,3,5,6,6,4,8,9,5,2,3,5,10,5,4,10,8,5,9,9,10,6,11,8,14,13,11,5,14,6,6,12,9,6,7,12,4,5,5,9,11,13,11,5,7,11,5,6,6,6,8,7,8,10,7,7,9,12,7,8,5,14,9,7,9,7,11,4,11,6,10,9,4,6,9,8,11,11,10,5,5,7,4,3,9,6,4,13,2,13,7,11,4,14,6,6,11,14,12,9,10,8,9,11,7,7,4,6,7,10,6,3,8,9,13,3,10
21,23,35,21,20,23,21,24,30,25,28,31,29,16,25,19,21,20,18,31,29,29,19,23,21,20,22,23,30,24,27,27,24,30,34,23,21,22,24,26,22,25,35,25,20,29,13,17,31,25,19,28,19,16,19,24,21,25,22,17,29,22,28,16,20,17,26,23,30,21,20,21,31,24,25,24,30,19,14,25,22,23,31,35,26,23,22,31,32,20,26,21,23,19,20,37,19,33,32,28,21,22,29,23,24,25,19,24,20,25,28,16,22,30,29,29,28,28,19,28,18,26,21,20,16,23,19,23,31,34,27,29,24,25,29,31,28,27,27,26,26,33,31,27,22,22,21,25,26,25,29,27,27,24,25,30,21,26,29,25,26,24,29,21,24,26,21,23,26,22,25,27,23,31,22,23,16,25,24,22,17,27,21,23,32,19,28,27,29,13,26,26,21,35,21,26,23,14,32,22
1,0,0,4,3,4,2,2,6,2,4,2,1,4,2,1,1,3,3,3,1,3,0,3,4,5,4,4,2,3,1,2,4,2,3,2,3,3,0,6,3,2,3,3,5,1,0,2,2,3,4,2,0,3,2,1,1,4,1,3,7,3,3,2,1,1,3,2,5,2,3,4,1,5,5,3,2,4,3,3,0,1,2,3,1,3,1,1,6,3,2,4,1,3,5,1,4,2,2,3,3,4,1,1,1,0,0,1,6,0,4,1,1,2,0,2,3,1,2,5,2,2,2,0,2,2,3,0,1,2,1,3,2,1,2,4,2,4,2,0,3,2,1,0,0,2,1,3,1,0,3,1,1,0,0,1,0,3,2,0,5,4,2,1,4,5,6,1,1,2,0,2,5,2,1,1,1,2,0,3,1,2,0,2,1,0,4,2,1,0,1,2,1,1,0,1,2,1,3,1
18,28,28,26,21,23,27,16,19,23,32,9,27,25,27,24,25,17,39,19,18,25,18,16,29,21,19,20,18,23,12,32,13,20,28,20,22,17,16,19,25,23,22,18,22,23,32,23,20,24,26,17,14,20,15,23,25,22,21,31,15,27,24,17,25,24,23,22,17,28,21,33,18,31,19,27,20,17,21,20,15,24,24,28,19,17,27,17,27,21,27,16,25,22,22,20,17,26,24,24,17,13,25,20,19,22,21,18,21,18,17,14,14,17,18,14,19,16,18,29,20,10,25,19,15,16,18,23,14,19,17,21,21,22,14,14,18,20,13,18,20,17,20,14,21,20,20,14,16,12,37,19,19,32,19,12,25,22,15,23,15,29,14,13,24,19,25,17,17,31,20,19,17,27,27,21,20,14,12,15,33,32,18,13,26,30,14,25,21,22,16,12,25,24,23,30,21,22,23,21
28,38,34,25,19,22,24,22,28,23,28,28,28,21,28,19,23,29,20,26,25,31,30,19,35,20,17,21,22,26,27,25,20,21,25,25,20,19,20,25,24,27,24,29,31,29,29,29,20,26,26,34,22,22,28,24,29,22,23,21,24,20,20,27,24,19,16,22,27,16,15,20,20,16,38,24,20,22,17,17,19,28,25,22,22,30,19,22,24,20,13,25,23,29,22,27,21,19,24,27,34,30,30,26,33,41,19,34,34,27,17,25,32,35,27,31,22,37,24,20,28,24,24,24,22,31,22,21,38,27,25,24,31,27,24,38,33,29,16,26,19,23,33,33,17,30,32,24,29,36,28,35,35,20,24,38,38,19,21,32,25,28,20,16,26,28,19,27,33,23,29,25,31,31,27,26,30,30,25,30,26,30,32,35,18,35,26,23,34,26,22,31,20,29,17,35,33,33,17,19
34,24,40,32,30,33,55,43,40,33,32,24,20,31,34,31,40,33,30,26,27,27,40,36,32,21,24,44,24,31,23,27,25,40,28,33,23,27,44,24,35,33,42,31,25,33,37,25,27,27,28,29,37,25,29,29,28,30,31,35,36,31,27,33,32,25,40,37,39,38,32,28,35,29,33,28,21,39,25,31,32,28,28,34,34,35,44,33,23,38,28,23,34,30,28,25,33,31,26,42,31,36,37,32,36,49,32,40,36,33,35,29,36,44,30,30,35,40,37,28,33,34,23,38,21,47,36,31,36,38,40,33,26,35,36,37,33,29,46,39,38,34,29,40,30,41,36,37,31,42,38,41,26,49,46,33,37,20,35,25,32,50,28,43,34,33,30,37,12,30,41,25,40,31,38,46,42,41,29,42,37,37,34,40,37,21,42,24,35,28,28,39,31,35,27,33,28,32,29,31
2,4,5,3,11,4,7,5,6,8,3,4,4,6,3,6,6,8,4,5,5,10,4,4,3,3,4,9,4,2,6,6,4,3,5,5,4,5,5,4,2,6,5,4,5,3,5,5,4,1,4,4,10,6,7,7,6,6,4,7,3,6,6,1,5,5,1,5,4,4,7,2,1,2,5,3,4,5,9,8,3,4,6,4,4,5,4,5,3,3,2,6,7,4,4,2,4,4,3,7,25,18,15,25,12,23,20,17,10,17,17,22,11,16,22,17,14,8,19,2,25,16,8,13,8,11,4,12,21,26,17,9,18,16,13,15,16,13,13,18,21,19,8,25,16,16,21,13,20,14,8,11,13,20,16,17,19,5,14,14,15,14,12,3,8,14,5,9,8,5,9,26,16,21,9,13,14,18,19,18,21,9,16,14,22,19,12,9,17,23,22,20,13,16,18,10,22,18,8,13
